employee_id,split,lstm_score,true_label
68,train,0.2667361797981075,0
69,train,0.32020927064512034,0
70,train,0.189491148976525,0
71,train,0.2900472827668839,0
72,train,0.3358599724029216,0
73,train,0.31075332839196784,0
74,train,0.33163130175105193,0
75,train,0.21567837676182497,0
76,train,0.34543129908986403,0
77,train,0.31864303893488627,0
78,train,0.25131691438439757,0
79,train,0.26339799980951945,0
80,train,0.2688307318906777,0
81,train,0.32884026706575215,0
82,train,0.3339426525946592,0
83,train,0.27339392694569614,0
84,train,0.12302751596160537,0
85,train,0.3216695115679304,0
86,train,0.32725588658226706,0
87,train,0.3160148606033142,0
88,train,0.16143821404139144,0
89,train,0.348588590433927,0
90,train,0.3225284987638312,0
91,train,0.5798140664341896,1
92,train,0.30494539743934485,0
93,train,0.3637893464534003,0
94,train,0.336119931737722,0
95,train,0.36820050633887963,0
96,train,0.3169457566941119,0
97,train,0.26134034964802294,0
98,train,0.3200154193811256,0
99,train,0.21297579883124404,0
100,train,0.2659863570420002,0
101,train,0.3752048086260029,0
102,train,0.1973114663165915,0
103,train,0.25719816012426877,0
104,train,0.3421498337135329,0
105,train,0.2925748942418429,0
106,train,0.2713895726122186,0
107,train,0.3043407220596076,0
108,train,0.32105814055625165,0
109,train,0.178163532189056,0
110,train,0.3350267270247964,0
111,train,0.2593768970942551,0
112,train,0.35874396534279973,0
113,train,0.270114234205108,0
114,train,0.26642181976119367,0
115,train,0.2617772953945465,0
116,train,0.2718721552950051,0
117,train,0.2737083870758403,0
118,train,0.3554354638856578,0
119,train,0.33915453977888305,0
120,train,0.3655111794528963,0
121,train,0.3009718227534357,0
122,train,0.1969899857041275,0
123,train,0.42290944387667606,0
124,train,0.33233378500616767,0
125,train,0.295860077500863,0
126,train,0.3221574817862752,0
127,train,0.25599187884983793,0
128,train,0.3209762825924786,0
129,train,0.33667009815955523,0
130,train,0.373428891978548,0
131,train,0.2856169972951752,0
132,train,0.2970849033135526,0
133,train,0.2366658334912831,0
134,train,0.3784975808929265,0
135,train,0.3155539504886771,0
136,train,0.32722840438569695,0
137,train,0.2757728170716647,0
138,train,0.25700851949820674,0
139,train,0.3419195272072755,0
140,train,0.27623146079790906,0
141,train,0.5546160022856589,1
142,train,0.27238173276526273,0
143,train,0.2265912557651756,0
144,train,0.30818993080661544,0
145,train,0.25758737725662256,0
146,train,0.29585506278469287,0
147,train,0.42643494644508534,1
148,train,0.3232946707617601,0
149,train,0.321749879362635,0
150,train,0.3892991231572018,0
151,train,0.2958336720844393,0
152,train,0.3004149719312374,0
153,train,0.32414658590129025,0
154,train,0.2252463292656476,0
155,train,0.35821533004081596,0
156,train,0.32442810261096966,0
157,train,0.2765445437852751,0
158,train,0.3882251858383981,0
159,train,0.31350991254983746,0
160,train,0.3428088033440819,0
161,train,0.40351761011651505,0
162,train,0.46726151680436007,0
163,train,0.3539837317156407,0
164,train,0.42325633870127644,0
165,train,0.3330633193321269,0
166,train,0.33393160791493476,0
167,train,0.3616340135195193,0
168,train,0.38984873874553133,1
169,train,0.2792910463964899,0
170,train,0.23187687746906618,0
171,train,0.2742918970469506,0
172,train,0.35540685215200707,0
173,train,0.4883722393429129,1
174,train,0.20430179713227092,0
175,train,0.25356224303003483,0
176,train,0.2637581059483917,0
177,train,0.3323582419827762,0
178,train,0.3474371539651823,0
179,train,0.2829865301198014,0
180,train,0.3538369558711066,0
181,train,0.3652606857511745,0
182,train,0.3516913759589919,0
183,train,0.3765339781401678,0
184,train,0.3451877275886123,0
185,train,0.3970697844078044,0
186,train,0.3575874422199922,0
187,train,0.24942579150937086,0
188,train,0.4008226831270117,0
189,train,0.35219157242111393,0
190,train,0.30997969641395956,0
191,train,0.522059263771646,1
192,train,0.25296243840811866,0
193,train,0.5321506924246169,1
194,train,0.3182108033464692,0
195,train,0.3810013063338353,0
196,train,0.31900474874321855,0
197,train,0.3696791459502223,0
198,train,0.23908436776618822,0
199,train,0.4523246818672448,0
200,train,0.39497067980632133,0
201,train,0.11567129980585018,0
202,train,0.16025514751775838,0
203,train,0.18344741281678703,0
204,train,0.23044595053043196,0
205,train,0.25058633601992936,0
206,train,0.23632502579964063,0
207,train,0.3677522071690431,0
208,train,0.32192161012407045,0
209,train,0.32023006732104403,0
210,train,0.32641822353516775,0
211,train,0.1104203095010939,0
212,train,0.25989965099777296,0
213,train,0.3301021968730323,0
214,train,0.34988757077718463,0
215,train,0.37088209665709004,0
216,train,0.2678988733079946,0
217,train,0.35897060487385507,0
218,train,0.3465503737451967,0
219,train,0.5090647767927133,1
220,train,0.2270438263517965,0
221,train,0.24385085995579125,0
222,train,0.20841612345129998,0
223,train,0.354884575339008,0
224,train,0.3358223957143465,0
225,train,0.48050250563329194,1
226,train,0.3096070092152865,0
227,train,0.34483942778553606,0
228,train,0.38673581979026445,0
229,train,0.387668416969491,0
230,train,0.2867703348536526,0
231,train,0.3236260760003487,0
232,train,0.3698771969795307,0
233,train,0.34417693674450495,0
234,train,0.1833807754844089,0
235,train,0.3133345611342408,0
236,train,0.3138727320615822,0
237,train,0.30516892533794243,0
238,train,0.33680721239170036,0
239,train,0.2516961074659256,0
240,train,0.30280056259200117,0
241,train,0.290558681028339,0
242,train,0.3526653849875159,0
243,train,0.317330223188991,0
244,train,0.22377526781965906,0
245,train,0.21363291617512203,0
246,train,0.2947497069572589,0
247,train,0.31095573025082507,0
248,train,0.3145229733358252,0
249,train,0.17996793782782947,0
250,train,0.2555148673790757,0
251,train,0.17367910042499765,0
252,train,0.3583699087963701,0
253,train,0.2665065558624847,0
254,train,0.2988471140394966,0
255,train,0.5656347194619081,1
256,train,0.196680218735565,0
257,train,0.47678225327636553,1
258,train,0.3951961064064647,0
259,train,0.46217521932825995,1
260,train,0.26051359727282897,0
261,train,0.5036820328138645,0
262,train,0.27540240628826934,0
263,train,0.29113611914301135,0
264,train,0.2798998440678522,0
265,train,0.16648706538132058,0
266,train,0.2726996247448703,0
267,train,0.26478342309709496,0
268,train,0.3227387890815309,0
269,train,0.2714291739696913,0
270,train,0.19123917163797824,0
271,train,0.33333889312753473,0
272,train,0.3492644631522987,0
273,train,0.3439980458062008,0
274,train,0.3658752663287798,0
275,train,0.4226885622868455,0
276,train,0.28966908353969684,0
277,train,0.33642699965126216,0
278,train,0.35242463819618,0
279,train,0.30977172728275143,0
280,train,0.35002962376952257,0
281,train,0.2920906729847435,0
282,train,0.34327161501520953,0
283,train,0.2798123282557518,0
284,train,0.3053886954212733,0
285,train,0.29807881095643557,0
286,train,0.3929581513887901,0
287,train,0.29810708808284275,0
288,train,0.351834849151367,0
289,train,0.3636779409225035,0
290,train,0.2466943463790914,0
291,train,0.20814666174815366,0
292,train,0.2821970547512666,0
293,train,0.24614553493614552,0
294,train,0.2685110692490542,0
295,train,0.2698028551746402,0
296,train,0.3015114677117758,0
297,train,0.2933755063036323,0
298,train,0.29256079702859233,0
299,train,0.34412375717283966,0
300,train,0.5974578246715069,1
301,train,0.3072316012436762,0
302,train,0.2993800598779291,0
303,train,0.4324399795768556,0
304,train,0.42285761137870076,0
305,train,0.2730003179034633,0
306,train,0.2920137276239452,0
307,train,0.2497385723848693,0
308,train,0.3284620716369029,0
309,train,0.3411148707709639,0
310,train,0.37187125801860094,0
311,train,0.17576452175511936,0
312,train,0.15699898157208245,0
313,train,0.4050803101726596,0
314,train,0.30193369910634205,0
315,train,0.2971157108995898,0
316,train,0.31381208046228803,0
317,train,0.3215492495342378,0
318,train,0.30146242818401575,0
319,train,0.13364502033316492,0
320,train,0.28968265851334024,0
321,train,0.31824917375922857,0
322,train,0.3393133941364051,0
323,train,0.33659507351861934,0
324,train,0.3192113179307979,0
325,train,0.21982748343645056,0
326,train,0.378540672056442,0
327,train,0.3032938061908285,0
328,train,0.21592477596858242,0
329,train,0.3235577561143521,0
330,train,0.3572809792049007,0
331,train,0.1910806878692899,0
332,train,0.26736668126261487,0
333,train,0.29904591469914593,0
334,train,0.2159459316100012,0
335,train,0.20029778637394505,0
336,train,0.32079509599790373,0
337,train,0.19207648015807988,0
338,train,0.40354309259983756,0
339,train,0.31777553296793504,0
340,train,0.3906705116586379,0
341,train,0.32658039443357306,0
342,train,0.32959970205484534,0
343,train,0.3537000076589189,0
344,train,0.3165693146854763,0
345,train,0.2374938862150097,0
346,train,0.34406215603375223,0
347,train,0.35961724449392013,0
348,train,0.19154919658140257,0
349,train,0.26865615959815664,0
350,train,0.23001857258624583,0
351,train,0.11147404326037275,0
352,train,0.3902540408051733,0
353,train,0.4632301015796025,0
354,train,0.32437773187238217,0
355,train,0.24913904415500054,0
356,train,0.30843452461100895,0
357,train,0.3019223696606567,0
358,train,0.18362063546222693,0
359,train,0.30549596384667144,0
360,train,0.3540921122705041,0
361,train,0.3809109259924502,0
362,train,0.33453535404083534,0
363,train,0.3475067170367751,0
364,train,0.25226818439915716,0
365,train,0.30739625271870363,0
366,train,0.23713638915337446,0
367,train,0.3929194791226374,0
368,train,0.4804132225362978,0
369,train,0.31529625351769924,0
370,train,0.2401318642041561,0
371,train,0.27500788624957645,0
372,train,0.3148780429793289,0
373,train,0.27146904074853523,0
374,train,0.3141453275106269,0
375,train,0.44075627586614424,1
376,train,0.23137544525291698,0
377,train,0.35555652886404054,0
378,train,0.3134694004962966,0
379,train,0.48076922726738963,1
380,train,0.4222295437438654,1
381,train,0.23318375879217776,0
382,train,0.32106627805167803,0
383,train,0.3030853527008397,0
384,train,0.3068515908478737,0
385,train,0.21857164757090772,0
386,train,0.609849719768197,1
387,train,0.3305974228026797,0
388,train,0.31701376486259625,0
389,train,0.16469241588820496,0
390,train,0.24390404263781362,0
391,train,0.30225219319214974,0
392,train,0.2516588989414053,0
393,train,0.28713338149405665,0
394,train,0.24711791544569625,0
395,train,0.30138024720372336,0
396,train,0.2448194077578886,0
397,train,0.2476770615292828,0
398,train,0.380288507696461,0
399,train,0.3598651931206329,0
400,train,0.40640705820542206,0
401,train,0.4612300210820288,0
402,train,0.40531499126533665,0
403,train,0.3121203034260745,0
404,train,0.37806869166290996,0
405,train,0.20527414393579457,0
406,train,0.3572428985788702,0
407,train,0.3665203824000031,0
408,train,0.3411501190073873,0
409,train,0.2468174745445825,0
410,train,0.2528438961694162,0
411,train,0.26562108425705155,0
412,train,0.3027662529670761,0
413,train,0.3644582373913994,0
414,train,0.3412641913639975,0
415,train,0.21987388450027334,0
416,train,0.28935271636386745,0
417,train,0.2765658484929751,0
418,train,0.28872248124406635,0
419,train,0.32963619651497184,0
420,train,0.3299737137210585,0
421,train,0.15520398651539233,0
422,train,0.318159890959703,0
423,train,0.23338131309358104,0
424,train,0.32662902665939725,0
425,train,0.31541907448241857,0
426,train,0.27443134839083755,0
427,train,0.25507736021274835,0
428,train,0.3659774302957796,0
429,train,0.3573998652495427,0
430,train,0.31004054205134596,0
431,train,0.3099486010987748,0
432,train,0.473199620910973,1
433,train,0.24337503027247206,0
434,train,0.33316424387270316,0
435,train,0.29798876471926355,0
436,train,0.25529692979911084,0
437,train,0.3020370263566745,0
438,train,0.34694142024589797,0
439,train,0.3732763891152031,0
440,train,0.24372166989729072,0
441,train,0.30685660427417233,0
442,train,0.29548620085558513,0
443,train,0.25022790310156684,0
444,train,0.3045860230427459,0
445,train,0.35898138617523184,0
446,train,0.3205289983327248,0
447,train,0.2563999570755109,0
448,train,0.29694550624693866,0
449,train,0.3194619050000942,0
450,train,0.20016774444375854,0
451,train,0.2504908559010268,0
452,train,0.35771478671903784,1
453,train,0.3118074766262411,0
454,train,0.3644204784352496,0
455,train,0.26084896118909606,0
456,train,0.36242702294670875,0
457,train,0.3074517192219765,0
458,train,0.2898250255596542,0
459,train,0.4024731348230104,0
460,train,0.28332525489129695,0
461,train,0.3851130343947946,0
462,train,0.3264442008921184,0
463,train,0.21730599929555303,0
464,train,0.3480210956854852,0
465,train,0.32215145346189766,0
466,train,0.2279231114934109,0
467,train,0.31951427836643803,0
468,train,0.301289368305184,0
469,train,0.31568886548922254,0
470,train,0.4975646098389614,1
471,train,0.32807254819848647,0
472,train,0.268965794772166,0
473,train,0.28828073537951276,0
474,train,0.1903556915761746,0
475,train,0.3788013255923432,1
476,train,0.3108232447479799,0
477,train,0.26966437033854823,0
478,train,0.24408267011632181,0
479,train,0.26869506070926974,0
480,train,0.339524556610792,0
481,train,0.37899107035106533,0
482,train,0.31473546365811766,0
483,train,0.26146267252489763,0
484,train,0.3378453043856882,0
485,train,0.21268669109448332,0
486,train,0.37108016736497645,0
487,train,0.27344134488181965,0
488,train,0.32133503174632055,0
489,train,0.2879101674418251,0
490,train,0.3520073399570592,0
491,train,0.30680568876751074,0
492,train,0.24558695776712228,0
493,train,0.5742738883284232,1
494,train,0.2866139287014819,0
495,train,0.3455748244510737,0
496,train,0.30990195524420644,0
497,train,0.35653000447327715,1
498,train,0.3358271001871717,0
499,train,0.32355518666553923,0
500,train,0.2953599419131035,0
501,train,0.5146630777719521,1
502,train,0.32689157323046714,0
503,train,0.2725551284071735,0
504,train,0.3058685047336136,0
505,train,0.5710825563987619,0
506,train,0.4363747770140299,0
507,train,0.3828513339746277,0
508,train,0.2328661214863562,0
509,train,0.40473761806208114,0
510,train,0.29226086327245254,0
511,train,0.17443723038625034,0
512,train,0.306838305521454,0
513,train,0.29824580107498794,0
514,train,0.24362496232496686,0
515,train,0.4004130645288657,0
516,train,0.3107821623980827,0
517,train,0.351833766984114,0
518,train,0.29977041558008694,0
519,train,0.2740777536532156,0
520,train,0.1346808908390443,0
521,train,0.31931505275606625,0
522,train,0.25979825184187816,0
523,train,0.19560727973952438,0
524,train,0.27205139326220135,0
525,train,0.3949155316325517,0
526,train,0.3814557566941845,0
527,train,0.29193044811896757,0
528,train,0.473348712755077,0
529,train,0.27504051674859914,0
530,train,0.3498816535379224,0
531,train,0.3188317766618441,0
532,train,0.23448804060896553,0
533,train,0.13608643065659312,0
534,train,0.27225366637137954,0
535,train,0.3156699399260095,0
536,train,0.34877329140132635,0
537,train,0.2856980695419203,0
538,train,0.3117630162089009,0
539,train,0.2473602604732387,0
540,train,0.4753339734373947,1
541,train,0.3550422502884439,0
542,train,0.3141021533402991,0
543,train,0.28056710093870074,0
544,train,0.29452487724217263,0
545,train,0.33639620046930957,0
546,train,0.29936197824469607,0
547,train,0.4682138112410776,1
548,train,0.3301385043736916,0
549,train,0.3413587547832447,0
550,train,0.3749426262676941,0
551,train,0.3455002964897926,0
552,train,0.2572437145372428,0
553,train,0.373463910013695,0
554,train,0.26047218454164883,0
555,train,0.29149664303641226,0
556,train,0.29024397012740194,0
557,train,0.3715765958438266,0
558,train,0.32205538556916713,0
559,train,0.3664183144310937,0
560,train,0.36399226239204924,0
561,train,0.24207563080349778,0
562,train,0.28868557299355135,0
563,train,0.28199557537466785,0
564,train,0.2675520433419741,0
565,train,0.21618225872691296,0
566,train,0.3088504350158398,0
567,train,0.24120457350034855,0
568,train,0.2057616985925137,0
569,train,0.2014947969595828,0
570,train,0.29394564296858733,0
571,train,0.2021184829785625,0
572,train,0.28928294504309654,0
573,train,0.10343009655524515,0
574,train,0.33080507469105247,0
575,train,0.3069951727489547,0
576,train,0.38943900093474265,0
577,train,0.347595427677557,0
578,train,0.3192873390787423,0
579,train,0.32120168790023107,0
580,train,0.3029958087162949,0
581,train,0.3349120589126467,0
582,train,0.4204967676964835,0
583,train,0.3505797568488708,0
584,train,0.2766935911975484,0
585,train,0.5065885995089372,0
586,train,0.37266321191637264,0
587,train,0.2947849521422053,0
588,train,0.33650440954533556,0
589,train,0.3146072586616186,0
590,train,0.35457858109941337,0
591,train,0.2627181946377512,0
592,train,0.1575784365400872,0
593,train,0.30849838803609914,0
594,train,0.31535427976021296,0
595,train,0.37780313327652654,0
596,train,0.3549709520139766,0
597,train,0.342362207065626,0
598,train,0.540451642472403,1
599,train,0.5256772625293783,1
600,train,0.30263919790748156,0
601,train,0.5531606338859847,1
602,train,0.40306336010871324,0
603,train,0.30464796472456745,0
604,train,0.38464037903686893,0
605,train,0.3965256365597692,0
606,train,0.3021380092377605,0
607,train,0.32917026199283445,0
608,train,0.14654173072912094,0
609,train,0.2806182606997765,0
610,train,0.3065359576568362,0
611,train,0.31983694672124713,0
612,train,0.3365791399973596,0
613,train,0.18371049807557827,0
614,train,0.3855892476564682,0
615,train,0.21299817127983237,0
616,train,0.32561167286628795,0
617,train,0.32327966178922934,0
618,train,0.3592184873068727,0
619,train,0.301533873711274,0
620,train,0.29414937757047416,0
621,train,0.31517344340531417,0
622,train,0.3115184162181916,0
623,train,0.48319671981412693,1
624,train,0.31698787732254646,0
625,train,0.32529724439574653,0
626,train,0.28005697532978274,0
627,train,0.3918144284385423,0
628,train,0.32696046193392386,0
629,train,0.2132925666138621,0
630,train,0.37716407751194736,0
631,train,0.355548924711719,0
632,train,0.39189682632640244,0
633,train,0.37931982750680465,0
634,train,0.22997850047926457,0
635,train,0.3436016819625009,0
636,train,0.3618932953777098,0
637,train,0.3413611522076445,0
638,train,0.3154739439919314,0
639,train,0.296230330939628,0
640,train,0.4724552915364555,0
641,train,0.28440858645917433,0
642,train,0.364761341899473,0
643,train,0.5279134272429522,1
644,train,0.27485072501943697,0
645,train,0.3744443354750954,0
646,train,0.26244374953199134,0
647,train,0.5448947441580626,1
648,train,0.34048137712542387,0
649,train,0.32907997902846825,0
650,train,0.27363663575411884,0
651,train,0.3923159878852096,0
652,train,0.2505083179207707,0
653,train,0.34433500828519165,0
654,train,0.25857841162781514,0
655,train,0.287462541058976,0
656,train,0.312134615875296,0
657,train,0.2985425748306072,0
658,train,0.42403234148458124,1
659,train,0.3124479117887902,0
660,train,0.31442795308229715,0
661,train,0.3824303077243858,0
662,train,0.18153285047747847,0
663,train,0.3025643899707796,0
664,train,0.34518343408956426,0
665,train,0.37093332331089157,0
666,train,0.293235194912761,0
667,train,0.37470217610857387,0
668,train,0.2764062220447234,0
669,train,0.3510741893077524,0
670,train,0.3712810831888933,0
671,train,0.28058771939008437,0
672,train,0.25414385725863425,0
673,train,0.2633295150296061,0
674,train,0.35345006908965937,0
675,train,0.35203093256386114,0
676,train,0.4202923587361316,0
677,train,0.2383526711319369,0
678,train,0.259836658492469,0
679,train,0.3435830699034348,0
680,train,0.16835534340282376,0
681,train,0.27516433685327435,0
682,train,0.27368317339130904,0
683,train,0.42747183729402,0
684,train,0.32125424727741975,0
685,train,0.3276120349787676,0
686,train,0.3406460814798855,0
687,train,0.3614720802552675,0
688,train,0.39912176607789673,0
689,train,0.2572302022876844,0
690,train,0.2606945425333503,0
691,train,0.29342328993512695,0
692,train,0.2575501590835138,0
693,train,0.2838464993193166,0
694,train,0.3527456214316429,0
695,train,0.22877994065189813,0
696,train,0.22360353322718562,0
697,train,0.3016249705744612,0
698,train,0.33003498538509574,0
699,train,0.35790504778133253,0
700,train,0.33810669716597275,0
701,train,0.21932823701088988,0
702,train,0.2997813418251318,0
703,train,0.43727701137243064,0
704,train,0.4271013390757788,0
705,train,0.28098405352614103,0
706,train,0.18606540976190158,0
707,train,0.3665185350487176,0
708,train,0.29790092524952955,0
709,train,0.34942382494027063,0
710,train,0.32566370557847135,0
711,train,0.2885413231447369,0
712,train,0.33631572213299016,0
713,train,0.29821751183683465,0
714,train,0.3073642349191816,0
715,train,0.2658317458166903,0
716,train,0.3507082650537876,0
717,train,0.27741089702334204,0
718,train,0.336109885632035,0
719,train,0.2563423184184009,0
720,train,0.3091816836630688,0
721,train,0.3007358806490754,0
722,train,0.33596317626419586,0
723,train,0.5185253501170987,1
724,train,0.37682004052029955,0
725,train,0.30149785845337634,0
726,train,0.21501443270987608,0
727,train,0.3006747180492905,0
728,train,0.32672558807568414,0
729,train,0.36222786496471754,0
730,train,0.20038880735928463,0
731,train,0.2640387011665234,0
732,train,0.2609584082926654,0
733,train,0.3544814434437737,0
734,train,0.28651972041262236,0
735,train,0.27641311863071855,0
736,train,0.14027316441825533,0
737,train,0.31264658870535605,0
738,train,0.30038835079420406,0
739,train,0.37707424841918696,0
740,train,0.2750468697794383,0
741,train,0.3428980400816342,0
742,train,0.3364744085256046,0
743,train,0.3374686889633507,0
744,train,0.31713531728605926,0
745,train,0.1638632909568038,0
746,train,0.20437821615214458,0
747,train,0.2779630533660822,0
748,train,0.2987894631218466,0
749,train,0.253472252230403,0
750,train,0.29597922924189873,0
751,train,0.41850176878170425,0
752,train,0.28928493260808197,0
753,train,0.23142217129682982,0
754,train,0.3196262203620756,0
755,train,0.3077153025884251,0
756,train,0.3201728416624882,0
757,train,0.29704811803113357,0
758,train,0.34881417574508955,0
759,train,0.2959041991127111,0
760,train,0.23869649288404063,0
761,train,0.2558619090266769,0
762,train,0.24831201594101052,0
763,train,0.31035672441272744,0
764,train,0.25925262349650763,0
765,train,0.31465635259372937,0
766,train,0.3214440364803108,0
767,train,0.5400688056316376,1
768,train,0.3164001177441247,0
769,train,0.3981992154715602,0
770,train,0.307382350248073,0
771,train,0.2571299123030854,0
772,train,0.26913243574951434,0
773,train,0.32611385595520676,0
774,train,0.2579678187325285,0
775,train,0.19199569687820484,0
776,train,0.39781942849804613,0
777,train,0.31079051863920176,0
778,train,0.3174881901146385,0
779,train,0.24091148180178776,0
780,train,0.3165599328202833,0
781,train,0.20482706081327307,0
782,train,0.349700295497449,0
783,train,0.3798182779083708,0
784,train,0.42241496712436,0
785,train,0.289597029469206,0
786,train,0.3115792718259622,0
787,train,0.5378585428739636,1
788,train,0.3611566830139972,0
789,train,0.35088715208377397,0
790,train,0.347119730069999,0
791,train,0.4700616604386567,0
792,train,0.2831215028077326,0
793,train,0.35607099406093523,0
794,train,0.3980134690708117,0
795,train,0.29599833360488376,0
796,train,0.22783576297841793,0
797,train,0.28543921297540026,0
798,train,0.2961176796501146,0
799,train,0.3387025423234156,0
800,train,0.4461176088930097,1
801,train,0.3673134559515489,0
802,train,0.2827691793403835,0
803,train,0.34977007251713993,0
804,train,0.35593139035644344,0
805,train,0.29303239157524524,0
806,train,0.3295216839058058,0
807,train,0.37523408428135135,1
808,train,0.29300856109552403,0
809,train,0.3446245651877999,0
810,train,0.40844473059995373,0
811,train,0.2180907958691057,0
812,train,0.34406991965316064,0
813,train,0.35674859957441263,0
814,train,0.3657715618689761,0
815,train,0.32862876348297243,0
816,train,0.3474572508790397,0
817,train,0.3174655987388094,0
818,train,0.17488015695742296,0
819,train,0.32584014168295233,0
820,train,0.3088965066289798,0
821,train,0.34327634603796137,0
822,train,0.4282241333580153,1
823,train,0.30218104901086223,0
824,train,0.316201780958551,0
825,train,0.22543586811518804,0
826,train,0.258703133399627,0
827,train,0.2677051208808048,0
828,train,0.4235265499434821,0
829,train,0.3099698697926844,0
830,train,0.32001421775526123,0
831,train,0.21679043589733102,0
832,train,0.3734246292660462,0
833,train,0.32023855301967274,0
834,train,0.3100506288941457,0
835,train,0.3200078292614671,0
836,train,0.3120515555417122,0
837,train,0.3560729773207996,0
838,train,0.23084332878944558,0
839,train,0.34084919682960085,0
840,train,0.3426914278923278,0
841,train,0.39532813182150495,0
842,train,0.2721809984596872,0
843,train,0.5891469212448355,1
844,train,0.2858518827626038,0
845,train,0.38260080781386785,0
846,train,0.33974587339323875,0
847,train,0.26156795085518075,0
848,train,0.35504050962855954,0
849,train,0.34460521450385867,0
850,train,0.29861399490580126,0
851,train,0.2591286091602405,0
852,train,0.3216760154941178,0
853,train,0.3512364208529298,0
854,train,0.38104127841101687,0
855,train,0.2657226314286731,0
856,train,0.2925573903201286,0
857,train,0.24329847308465954,0
858,train,0.3038010870263314,0
859,train,0.3432834206440134,0
860,train,0.2912280815817123,0
861,train,0.40161547104283807,0
862,train,0.2888184562881839,0
863,train,0.3782940962780148,1
864,train,0.2920600796301815,0
865,train,0.19630995048088726,0
866,train,0.12246468291883054,0
867,train,0.4088755509456325,0
868,train,0.2453564233113367,0
869,train,0.29205892202487876,0
870,train,0.23075588709199354,0
871,train,0.34119974886593935,0
872,train,0.32044681132385383,0
873,train,0.32531095839805063,0
874,train,0.3072277081629303,0
875,train,0.2735631302465256,0
876,train,0.31785776478772276,0
877,train,0.34097057122701074,0
878,train,0.31554658106007966,0
879,train,0.18892188620878245,0
880,train,0.3076069468738101,0
881,train,0.3429498970089391,0
882,train,0.3705779234263857,0
883,train,0.33959420524802725,0
884,train,0.3033014837112989,0
885,train,0.3405894968093908,0
886,train,0.24171942707825048,0
887,train,0.2882152301381115,0
888,train,0.33502473403521044,0
889,train,0.3644339510025489,0
890,train,0.5003274805421006,1
891,train,0.3971634316884321,0
892,train,0.3339262525328112,0
893,train,0.2029595059482275,0
894,train,0.12936332139945797,0
895,train,0.25246481364642537,0
896,train,0.2524534298090521,0
897,train,0.2570513006083393,0
898,train,0.33257896447881796,0
899,train,0.30701718678889384,0
900,train,0.33761440822475136,0
901,train,0.3545485933307182,0
902,train,0.2756202250131158,0
903,train,0.2803308308736592,0
904,train,0.3618943180357656,0
905,train,0.35863439344491876,0
906,train,0.3242459713022928,0
907,train,0.16967338454608694,0
908,train,0.4769299463694831,1
909,train,0.37249772345481835,0
910,train,0.2660961337519491,0
911,train,0.32226882109538285,0
912,train,0.37993997162112314,0
913,train,0.31848202268655407,0
914,train,0.23782786710584278,0
915,train,0.46719429475473273,1
916,train,0.3455485393300255,0
917,train,0.4049400885358863,0
918,train,0.4103815447827291,0
919,train,0.2981268011285328,0
920,train,0.327236436659806,0
921,train,0.28691902950561193,0
922,train,0.3190365400930913,0
923,train,0.22682582132689433,0
924,train,0.3188642809810928,0
925,train,0.2580763639781034,0
926,train,0.3252735444363372,0
927,train,0.224871062508012,0
928,train,0.34052016510787375,0
929,train,0.28766799317091185,0
930,train,0.17040877970491342,0
931,train,0.3909675718865873,0
932,train,0.356856184285603,0
933,train,0.2986004355506123,0
934,train,0.3758033389701549,0
